event_name,start_date,end_date,venue,latitude,longitude,region
Biird,2026-05-08T00:00:00Z,2026-05-08T00:00:00Z,Gleneagle Arena (INEC),52.044466,-9.502486,Kerry
Doireann Garrihy - The Laughs Of Your Life Live,2026-05-09T00:00:00Z,2026-05-09T00:00:00Z,Gleneagle Arena (INEC),52.044466,-9.502486,Kerry
Killian Sundermann - Killian Dollar Baby,2026-05-09T00:00:00Z,2026-05-09T00:00:00Z,Gleneagle Arena (INEC),52.044466,-9.502486,Kerry
Mary Black - The Slán Tour,2026-05-16T00:00:00Z,2026-05-16T00:00:00Z,Gleneagle Arena (INEC),52.044466,-9.502486,Kerry
The Makings of a Murderer,2026-05-22T00:00:00Z,2026-05-22T00:00:00Z,Gleneagle Arena (INEC),52.044466,-9.502486,Kerry
Gareth - The Uncut Tour,2026-05-28T00:00:00Z,2026-05-28T00:00:00Z,Gleneagle Arena (INEC),52.044466,-9.502486,Kerry
Ireland Bike Fest 2026,2026-05-29T00:00:00Z,2026-05-31T00:00:00Z,Gleneagle Arena (INEC),52.044466,-9.502486,Kerry
K Pop Forever!,2026-06-05T00:00:00Z,2026-06-06T00:00:00Z,Gleneagle Arena (INEC),52.044466,-9.502486,Kerry
Music Current 2026,2026-04-08T00:00:00Z,2026-04-11T00:00:00Z,Project Arts Centre🎭,53.344979,-6.266262999999999,Dublin
Macbeth,2026-03-23T00:00:00Z,2026-04-02T00:00:00Z,Smock Alley Theatre,53.3448366,-6.2691234,Dublin
Easter Teidí Tours at the GAA Museum,2026-04-02T00:00:00Z,2026-04-06T00:00:00Z,GAA Museum & Tours,53.3606949,-6.249427499999999,Dublin
St Patrick's Festival Shamrock Special,2026-03-14T00:00:00Z,2026-03-15T00:00:00Z,The Dog House Blue's Tea Room Restaurant,53.38879499999999,-6.0746619,Dublin
The Irish Coffee Experience,2026-03-13T00:00:00Z,2026-03-13T00:00:00Z,"The Mint Bar, The College Green Hotel",53.3456096,-6.2588141,Dublin
St Declan's Way Annual Pilgrimage 2026,2026-04-18T00:00:00Z,2026-05-24T00:00:00Z,Knockmealdown Mountains,52.2277778,-7.915277799999999,Waterford
Restival 2026,2026-05-02T00:00:00Z,2026-05-03T00:00:00Z,Mount Congreve Gardens & Country Estate,52.2375821,-7.212399899999999,Waterford
Paul Dunlea & Scott Flanigan: Triskel Lunchtime Jazz Series 2026,2026-03-28T00:00:00Z,2026-03-28T00:00:00Z,Triskel Arts Centre,51.8973901,-8.476346399999999,Cork
The Short Films of David Lynch,2026-03-13T00:00:00Z,2026-03-13T00:00:00Z,Triskel Arts Centre,51.8973901,-8.476346399999999,Cork
Hard Boiled,2026-03-13T00:00:00Z,2026-03-13T00:00:00Z,Triskel Arts Centre,51.8973901,-8.476346399999999,Cork
Hamnet,2026-03-08T00:00:00Z,2026-03-11T00:00:00Z,Triskel Arts Centre,51.8973901,-8.476346399999999,Cork
If I Had Legs I'd Kick You,2026-03-08T00:00:00Z,2026-03-11T00:00:00Z,Triskel Arts Centre,51.8973901,-8.476346399999999,Cork
Woman in Stem's Q1 Check In : Locking In for 2026,2026-03-29T00:00:00Z,2026-03-29T00:00:00Z,The Sound House,53.3483198,-6.255915099999999,Dublin
Robert Boyle Summer School 2026,2026-06-04T00:00:00Z,2026-06-07T00:00:00Z,Lismore Castle Gardens,52.1405094,-7.932057200000001,Waterford
The Churchyard Sessions 2026,2026-05-23T00:00:00Z,2026-09-05T00:00:00Z,"The Reg, Waterford City",52.26033160000001,-7.105473,Waterford
The Apple Market Sessions 2026,2026-06-06T00:00:00Z,2026-08-29T00:00:00Z,The Apple Market,52.2580351,-7.111824400000001,Waterford
TuneFest Dungarvan 2026,2026-06-17T00:00:00Z,2026-06-21T00:00:00Z,Grattan Square,52.0899102,-7.6211079,Waterford
Waterford Viking Marathon 2026,2026-06-20T00:00:00Z,2026-06-21T00:00:00Z,"The Mall, Waterford",52.2600557,-7.1055822,Waterford
GAA World Games 2026,2026-07-13T00:00:00Z,2026-07-17T00:00:00Z,SETU Arena Waterford,52.2516716,-7.1791792,Waterford
Slow Looking Tour - Recovered Voices: Stories and Experiences of the Irish during World War One,2026-03-28T00:00:00Z,2026-03-28T00:00:00Z,"National Museum of Ireland, Collins Barracks",53.3489404,-6.2863653,Dublin
Tour & Whiskey Tasting Experience,2026-04-04T00:00:00Z,2026-09-19T00:00:00Z,Malahide Castle & Gardens,53.44457670000001,-6.1655167,Dublin
A Quiet Love,2026-04-14T00:00:00Z,2026-04-14T00:00:00Z,An Táin Arts Centre,54.0045323,-6.400592899999999,Louth
Buail isteach ag Saotharlann an Zú Mhairbh don imeacht: An Nathair Nimhe in Éirinn?,2026-03-14T00:00:00Z,2026-03-14T00:00:00Z,"National Museum of Ireland, Collins Barracks",53.3489404,-6.2863653,Dublin
Thread Therapy,2026-04-28T00:00:00Z,2026-05-02T00:00:00Z,An Táin Arts Centre,54.0045323,-6.400592899999999,Louth
Telling Tinder Tales,2026-04-25T00:00:00Z,2026-04-25T00:00:00Z,An Táin Arts Centre,54.0045323,-6.400592899999999,Louth
Horseshoe,2026-04-28T00:00:00Z,2026-04-28T00:00:00Z,An Táin Arts Centre,54.0045323,-6.400592899999999,Louth
International Pan Celtic Festival,2026-04-07T00:00:00Z,2026-04-11T00:00:00Z,"Carlow, various locations",52.8364127,-6.928037100000001,Carlow
Easter Egg Hunt at Brigit's Garden,2026-04-04T00:00:00Z,2026-04-06T00:00:00Z,Brigit's Garden & Café,53.3858367,-9.212856100000002,Galway
Easter Weekend At Wells House & Gardens,2026-04-04T00:00:00Z,2026-04-06T00:00:00Z,Wells House & Gardens,52.5283829,-6.344859599999999,Wexford
HOT MESS,2026-03-05T00:00:00Z,2026-03-14T00:00:00Z,"Smock Alley Theatre, 1662",53.3450078,-6.269166299999999,Dublin
Simple Creatures,2026-03-24T00:00:00Z,2026-03-28T00:00:00Z,"Smock Alley Theatre, 1662",53.3450078,-6.269166299999999,Dublin
Doomslayers LIVE!: Season 3 Premiere,2026-03-19T00:00:00Z,2026-03-19T00:00:00Z,"Smock Alley Theatre, 1662",53.3450078,-6.269166299999999,Dublin
A Grain of Sand حبّة رمل,2026-04-07T00:00:00Z,2026-04-11T00:00:00Z,"Smock Alley Theatre, 1662",53.3450078,-6.269166299999999,Dublin
"Sliver Salon: Sarah Schulman, The Fantasy and Necessity of Solidarity",2026-04-09T00:00:00Z,2026-04-09T00:00:00Z,"Smock Alley Theatre, 1662",53.3450078,-6.269166299999999,Dublin
Ed Sheeran Experience,2026-06-06T00:00:00Z,2026-06-06T00:00:00Z,Gleneagle Arena (INEC),52.044466,-9.502486,Kerry
Michael English Dance,2026-06-06T00:00:00Z,2026-06-06T00:00:00Z,Gleneagle Arena (INEC),52.044466,-9.502486,Kerry
What's Love Got To Do With It - Tina Turner Tribute,2026-06-14T00:00:00Z,2026-06-14T00:00:00Z,Gleneagle Arena (INEC),52.044466,-9.502486,Kerry
George Murphy & The Rising Sons,2026-06-26T00:00:00Z,2026-06-26T00:00:00Z,Gleneagle Arena (INEC),52.044466,-9.502486,Kerry
Michael Collins Band & Louise Morrissey Dance,2026-07-02T00:00:00Z,2026-07-30T00:00:00Z,Gleneagle Arena (INEC),52.044466,-9.502486,Kerry
Johnny Brady Dance,2026-07-03T00:00:00Z,2026-07-03T00:00:00Z,Gleneagle Arena (INEC),52.044466,-9.502486,Kerry
Pete Tong Presents Ibiza Classics,2026-07-03T00:00:00Z,2026-07-03T00:00:00Z,Gleneagle Arena (INEC),52.044466,-9.502486,Kerry
Nathan Carter Cabaret & Dancing,2026-07-04T00:00:00Z,2026-07-04T00:00:00Z,Gleneagle Arena (INEC),52.044466,-9.502486,Kerry
Brendan Shine Dance,2026-07-07T00:00:00Z,2026-07-28T00:00:00Z,Gleneagle Arena (INEC),52.044466,-9.502486,Kerry
Mike Denver,2026-07-08T00:00:00Z,2026-07-08T00:00:00Z,Gleneagle Arena (INEC),52.044466,-9.502486,Kerry
Moth & Butterfly Storytellers,2026-03-14T00:00:00Z,2026-03-16T00:00:00Z,EPIC The Irish Emigration Museum,53.3483124,-6.2481792,Dublin
City Funfair,2026-03-14T00:00:00Z,2026-03-17T00:00:00Z,Custom House Quay,53.3481876,-6.2506375,Dublin
Cailleach : A Dance for the Witches of Ireland,2026-03-14T00:00:00Z,2026-03-15T00:00:00Z,Dubh Linn Garden,53.3423616,-6.2666319,Dublin
Céilí Mór,2026-03-17T00:00:00Z,2026-03-17T00:00:00Z,Merrion Square Park,53.3396722,-6.249213399999999,Dublin
Sweet Jayne Band,2026-03-14T00:00:00Z,2026-03-16T00:00:00Z,EPIC The Irish Emigration Museum,53.3483124,-6.2481792,Dublin
Dee Armstrong (Kila) & Friends,2026-03-15T00:00:00Z,2026-03-15T00:00:00Z,EPIC The Irish Emigration Museum,53.3483124,-6.2481792,Dublin
Up Sadbh Down,2026-03-14T00:00:00Z,2026-03-16T00:00:00Z,"Various Locations, Dublin City",53.3484666,-6.2687446,Dublin
North : South,2026-03-14T00:00:00Z,2026-03-16T00:00:00Z,"Various Locations, Dublin City",53.3444102,-6.2709812,Dublin
Silk Worm Drop-in for Families,2026-03-14T00:00:00Z,2026-03-14T00:00:00Z,Chester Beatty,53.3422356,-6.2672762,Dublin
Samba Dance Brazil,2026-03-14T00:00:00Z,2026-03-14T00:00:00Z,Dubh Linn Garden,53.3423616,-6.2666319,Dublin
The Crucible - The Gaiety Theatre,2026-02-09T00:00:00Z,2026-03-21T00:00:00Z,The Gaiety Theatre,53.34046129999999,-6.2615754,Dublin
Spraoí at the Helix,2026-03-16T00:00:00Z,2026-03-16T00:00:00Z,The Helix,53.3864373,-6.259149400000001,Dublin
GIVĒON,2026-03-17T00:00:00Z,2026-03-17T00:00:00Z,3Arena,53.3474963,-6.2285078,Dublin
Oscar Wilde's De Profundis -  A love letter rediscovered,2026-03-07T00:00:00Z,2026-08-31T00:00:00Z,MoLI – Museum of Literature Ireland,53.3367903,-6.2601607,Dublin
Tour: The Saints of Ireland,2026-03-14T00:00:00Z,2026-03-14T00:00:00Z,"National Museum of Ireland, Kildare Street",53.3402225,-6.2549209,Dublin
Celebrate St. Patrick's week at Dublinia,2026-03-14T00:00:00Z,2026-03-16T00:00:00Z,Dublinia,53.343149,-6.2720614,Dublin
Rock Against Homelessness,2026-03-17T00:00:00Z,2026-03-17T00:00:00Z,3Olympia Theatre,53.34430949999999,-6.2660651,Dublin
Cecilia Vicuña: Reverse Migration a Poetic Journey,2026-02-28T00:00:00Z,2026-07-05T00:00:00Z,IMMA. Irish Museum of Modern Art,53.3434597,-6.29712,Dublin
"Fisherwoman, Fisherwoman:  Camille Souter & Alberta Whittle",2026-03-06T00:00:00Z,2026-09-13T00:00:00Z,IMMA. Irish Museum of Modern Art,53.3434597,-6.29712,Dublin
Mike Rice,2026-03-13T00:00:00Z,2026-03-14T00:00:00Z,Vicar Street,53.34267639999999,-6.2778366,Dublin
Gorey St Patrick’s Day Parade 2026,2026-03-17T00:00:00Z,2026-03-17T00:00:00Z,Gorey,52.675307,-6.295941,Wexford
Ballina-Killaloe St. Patrick's Day parade,2026-03-17T00:00:00Z,2026-03-17T00:00:00Z,Ballina/Killaloe,52.808886,-8.4475152,Clare
Ablefest Killarney 2026,2026-03-15T00:00:00Z,2026-03-15T00:00:00Z,Killarney,52.0599609,-9.504537000000001,Kerry
Killarney St Patrick's Festival 2026,2026-03-14T00:00:00Z,2026-03-17T00:00:00Z,Killarney,52.0599609,-9.504537000000001,Kerry
Kilkenny Tradfest,2026-03-13T00:00:00Z,2026-03-17T00:00:00Z,Kilkenny,52.6549027,-7.246402900000001,Kilkenny
54th Limerick International Band Championship,2026-03-15T00:00:00Z,2026-03-15T00:00:00Z,Limerick,52.663839,-8.626729899999999,Limerick
Galway St. Patrick’s Day Festival 2026,2026-03-14T00:00:00Z,2026-03-17T00:00:00Z,Galway City,53.27056400000001,-9.0566819,Galway
Cork St. Patrick's Festival 2026,2026-03-13T00:00:00Z,2026-03-17T00:00:00Z,Cork,51.8985143,-8.4756035,Cork
County Wexford - St. Patrick’s Day 2026,2026-03-17T00:00:00Z,2026-03-17T00:00:00Z,"Various Locations, Co Wexford",52.336916,-6.4633381,Wexford
"Block Party, Waterford",2026-06-13T00:00:00Z,2026-08-22T00:00:00Z,itty bittys,52.2593205,-7.106186699999999,Waterford
Hay! Presented by Lyngo Theatre - Noon Show,2026-05-25T00:00:00Z,2026-05-25T00:00:00Z,Siamsa Tíre - Theatre & Arts Centre,52.2666168,-9.7083368,Kerry
Hay! Presented by Lyngo Theatre - 10:30am Show,2026-05-25T00:00:00Z,2026-05-25T00:00:00Z,Siamsa Tíre - Theatre & Arts Centre,52.2666168,-9.7083368,Kerry
PIAF The Paris Icon and the Glasgow girl,2026-05-17T00:00:00Z,2026-05-17T00:00:00Z,Siamsa Tíre - Theatre & Arts Centre,52.2666168,-9.7083368,Kerry
Dr. Malie Coyne: Winging It – The Art Of Figuring Life Out,2026-05-16T00:00:00Z,2026-05-16T00:00:00Z,Siamsa Tíre - Theatre & Arts Centre,52.2666168,-9.7083368,Kerry
K-Pop – Superslayers Live!,2026-05-10T00:00:00Z,2026-05-10T00:00:00Z,Siamsa Tíre - Theatre & Arts Centre,52.2666168,-9.7083368,Kerry
Movie: The Swallow,2026-05-05T00:00:00Z,2026-05-05T00:00:00Z,Siamsa Tíre - Theatre & Arts Centre,52.2666168,-9.7083368,Kerry
Declan Nerney in Concert,2026-05-03T00:00:00Z,2026-05-03T00:00:00Z,Siamsa Tíre - Theatre & Arts Centre,52.2666168,-9.7083368,Kerry
ECSTATIC CÉILÍ,2026-03-15T00:00:00Z,2026-03-15T00:00:00Z,Conscious Dublin,53.3638475,-6.2709211,Dublin
An Evening with Darth Vader - Dundalk,2026-04-02T00:00:00Z,2026-04-02T00:00:00Z,An Táin Arts Centre,54.0045323,-6.400592899999999,Louth
An Evening with Darth Vader - Drogheda,2026-04-03T00:00:00Z,2026-04-03T00:00:00Z,McHugh's,53.71604850000001,-6.346798499999999,Louth
Shirley Valentine starring Norma Sheahan,2026-04-30T00:00:00Z,2026-04-30T00:00:00Z,Siamsa Tíre - Theatre & Arts Centre,52.2666168,-9.7083368,Kerry
CISEACH | An Embodied Manifesto,2026-04-28T00:00:00Z,2026-04-28T00:00:00Z,Siamsa Tíre - Theatre & Arts Centre,52.2666168,-9.7083368,Kerry
Springsteen – A Tribute,2026-04-26T00:00:00Z,2026-04-26T00:00:00Z,Siamsa Tíre - Theatre & Arts Centre,52.2666168,-9.7083368,Kerry
"3 Hail Mary’s presented by Crokey Plays, written by Tommy Marren",2026-04-24T00:00:00Z,2026-04-25T00:00:00Z,Siamsa Tíre - Theatre & Arts Centre,52.2666168,-9.7083368,Kerry
Trio Bohémo presented by Music Network,2026-04-19T00:00:00Z,2026-04-19T00:00:00Z,Siamsa Tíre - Theatre & Arts Centre,52.2666168,-9.7083368,Kerry
The Prince of Egypt – The Musical : Irish Premiere,2026-04-14T00:00:00Z,2026-04-18T00:00:00Z,Siamsa Tíre - Theatre & Arts Centre,52.2666168,-9.7083368,Kerry
Live Talk with Mountaineer Simon Yates,2026-04-11T00:00:00Z,2026-04-11T00:00:00Z,Siamsa Tíre - Theatre & Arts Centre,52.2666168,-9.7083368,Kerry
Timeless & Irish presented by Radio Kerry,2026-04-09T00:00:00Z,2026-04-09T00:00:00Z,Siamsa Tíre - Theatre & Arts Centre,52.2666168,-9.7083368,Kerry
(6-10yrs) Easter Clay Creations with Amy Smith from Tralee Pottery Club,2026-04-09T00:00:00Z,2026-04-09T00:00:00Z,Siamsa Tíre - Theatre & Arts Centre,52.2666168,-9.7083368,Kerry
(2-5yrs) Parent & Toddler Easter Clay Workshop,2026-04-09T00:00:00Z,2026-04-09T00:00:00Z,Siamsa Tíre - Theatre & Arts Centre,52.2666168,-9.7083368,Kerry
(5-11yrs) Nature’s Creative Explorers,2026-04-08T00:00:00Z,2026-04-08T00:00:00Z,Siamsa Tíre - Theatre & Arts Centre,52.2666168,-9.7083368,Kerry
Juanita’s Big Problem presented by Circus250 (5-12yrs),2026-04-08T00:00:00Z,2026-04-08T00:00:00Z,Siamsa Tíre - Theatre & Arts Centre,52.2666168,-9.7083368,Kerry
SIMPLY THE BEST Rebecca O’Connor as Tina Turner,2026-06-12T00:00:00Z,2026-06-12T00:00:00Z,Siamsa Tíre - Theatre & Arts Centre,52.2666168,-9.7083368,Kerry
Shuteen Erdenebaatar Quartet presented by Music Network,2026-06-21T00:00:00Z,2026-06-21T00:00:00Z,Siamsa Tíre - Theatre & Arts Centre,52.2666168,-9.7083368,Kerry
Summer Country With the Stars,2026-06-23T00:00:00Z,2026-06-23T00:00:00Z,Siamsa Tíre - Theatre & Arts Centre,52.2666168,-9.7083368,Kerry
The Love Hungry Farmer by John B. Keane,2026-09-03T00:00:00Z,2026-09-03T00:00:00Z,Siamsa Tíre - Theatre & Arts Centre,52.2666168,-9.7083368,Kerry
Vittorio Angelone: You Can’t Say Nothing Any More,2026-09-05T00:00:00Z,2026-09-05T00:00:00Z,Siamsa Tíre - Theatre & Arts Centre,52.2666168,-9.7083368,Kerry
Onóir Live in Concert,2026-06-05T00:00:00Z,2026-06-05T00:00:00Z,Siamsa Tíre - Theatre & Arts Centre,52.2666168,-9.7083368,Kerry
Gearóid Farrelly: No Pressure,2026-09-12T00:00:00Z,2026-09-12T00:00:00Z,Siamsa Tíre - Theatre & Arts Centre,52.2666168,-9.7083368,Kerry
"Philadelphia, here I come ! presented by Zyber Theatre",2026-09-21T00:00:00Z,2026-09-23T00:00:00Z,Siamsa Tíre - Theatre & Arts Centre,52.2666168,-9.7083368,Kerry
Anne Gildea – Further Adventures in Womaning,2026-08-20T00:00:00Z,2026-09-26T00:00:00Z,Siamsa Tíre - Theatre & Arts Centre,52.2666168,-9.7083368,Kerry
Rory’s Stories: The Good Ol’ Days,2026-10-16T00:00:00Z,2026-10-16T00:00:00Z,Siamsa Tíre - Theatre & Arts Centre,52.2666168,-9.7083368,Kerry
"Nature’s Creative Explorers. A playful, inclusive workshop for children aged 5–11 with additional needs.",2026-04-08T00:00:00Z,2026-04-08T00:00:00Z,Siamsa Tíre - Theatre & Arts Centre,52.2666168,-9.7083368,Kerry
Bon Jovee ‘The Bon Jovi Tribute Show’,2026-10-24T00:00:00Z,2026-10-24T00:00:00Z,Siamsa Tíre - Theatre & Arts Centre,52.2666168,-9.7083368,Kerry
Sinéad Culbert: I’m No Wonder Woman,2026-10-27T00:00:00Z,2026-10-27T00:00:00Z,Siamsa Tíre - Theatre & Arts Centre,52.2666168,-9.7083368,Kerry
Movie: Easter Parade,2026-04-07T00:00:00Z,2026-04-07T00:00:00Z,Siamsa Tíre - Theatre & Arts Centre,52.2666168,-9.7083368,Kerry
Ralph McTell ‘Somewhere Down the Road’,2026-11-06T00:00:00Z,2026-11-06T00:00:00Z,Siamsa Tíre - Theatre & Arts Centre,52.2666168,-9.7083368,Kerry
(5yrs+) Pop-up Easter Puppet Workshop,2026-04-02T00:00:00Z,2026-04-02T00:00:00Z,Siamsa Tíre - Theatre & Arts Centre,52.2666168,-9.7083368,Kerry
(5yrs+) Pop-up Easter Puppet Workshop,2026-04-02T00:00:00Z,2026-04-02T00:00:00Z,Siamsa Tíre - Theatre & Arts Centre,52.2666168,-9.7083368,Kerry
An Evening with Darth Vader - Dun Laoghaire,2026-03-30T00:00:00Z,2026-03-30T00:00:00Z,Walters,53.2898401,-6.130033399999999,Dublin
Gina & The Champions,2026-08-28T00:00:00Z,2026-08-28T00:00:00Z,Gleneagle Arena (INEC),52.044466,-9.502486,Kerry
Grace O'Malley Festival,2026-05-22T00:00:00Z,2026-05-24T00:00:00Z,Achill Island,53.9619505,-10.015335,Mayo
Taylor Fever,2026-08-28T00:00:00Z,2026-08-28T00:00:00Z,Gleneagle Arena (INEC),52.044466,-9.502486,Kerry
Dublin City Ramblers,2026-08-23T00:00:00Z,2026-08-23T00:00:00Z,Gleneagle Arena (INEC),52.044466,-9.502486,Kerry
The Wolfe Tones,2026-08-22T00:00:00Z,2026-08-22T00:00:00Z,Gleneagle Arena (INEC),52.044466,-9.502486,Kerry
Dreams of Freedom,2026-08-21T00:00:00Z,2026-08-22T00:00:00Z,Gleneagle Arena (INEC),52.044466,-9.502486,Kerry
The Wolfe Tones,2026-08-21T00:00:00Z,2026-08-21T00:00:00Z,Gleneagle Arena (INEC),52.044466,-9.502486,Kerry
Bray St. Patrick’s Festival Bray,2026-03-13T00:00:00Z,2026-03-18T00:00:00Z,Bray,53.2010587,-6.1110501,Wicklow
Comeraghs Wild Festival,2026-07-09T00:00:00Z,2026-07-12T00:00:00Z,Comeragh Mountain Farm,52.1826121,-7.6512664,Waterford
Wells Food Fest 2026,2026-07-12T00:00:00Z,2026-07-12T00:00:00Z,Wells House & Gardens,52.5283829,-6.344859599999999,Wexford
Wells House and Gardens Doggie Day Out,2026-07-05T00:00:00Z,2026-07-05T00:00:00Z,Wells House & Gardens,52.5283829,-6.344859599999999,Wexford
Culture Date with Dublin 8,2026-05-04T00:00:00Z,2026-05-10T00:00:00Z,Dublin 8,53.34785249999999,-6.318115199999999,Dublin
Mike Denver Dance,2026-08-19T00:00:00Z,2026-08-19T00:00:00Z,Gleneagle Arena (INEC),52.044466,-9.502486,Kerry
Galway Potters Market 2026,2026-05-30T00:00:00Z,2026-05-31T00:00:00Z,Eyre Square,53.2743394,-9.0492276,Galway
The Kilkennys,2026-08-16T00:00:00Z,2026-08-16T00:00:00Z,Gleneagle Arena (INEC),52.044466,-9.502486,Kerry
Dublin City Ramblers,2026-08-15T00:00:00Z,2026-08-15T00:00:00Z,Gleneagle Arena (INEC),52.044466,-9.502486,Kerry
Philomena Begley & Guests,2026-08-15T00:00:00Z,2026-08-15T00:00:00Z,Gleneagle Arena (INEC),52.044466,-9.502486,Kerry
Dreams of Freedom,2026-08-14T00:00:00Z,2026-08-14T00:00:00Z,Gleneagle Arena (INEC),52.044466,-9.502486,Kerry
Gina & The Champions,2026-07-05T00:00:00Z,2026-07-05T00:00:00Z,Gleneagle Arena (INEC),52.044466,-9.502486,Kerry
Michael English Dance,2026-08-12T00:00:00Z,2026-08-12T00:00:00Z,Gleneagle Arena (INEC),52.044466,-9.502486,Kerry
K Pop Forever!,2026-08-14T00:00:00Z,2026-08-14T00:00:00Z,Gleneagle Arena (INEC),52.044466,-9.502486,Kerry
Jack Keogh Dance,2026-07-06T00:00:00Z,2026-07-27T00:00:00Z,Gleneagle Arena (INEC),52.044466,-9.502486,Kerry
Gina & The Champions,2026-08-09T00:00:00Z,2026-08-09T00:00:00Z,Gleneagle Arena (INEC),52.044466,-9.502486,Kerry
ABBAESQUE,2026-07-10T00:00:00Z,2026-07-10T00:00:00Z,Gleneagle Arena (INEC),52.044466,-9.502486,Kerry
Michael English Dance,2026-08-05T00:00:00Z,2026-08-05T00:00:00Z,Gleneagle Arena (INEC),52.044466,-9.502486,Kerry
Mike Denver Cabaret & Dancing,2026-08-07T00:00:00Z,2026-08-07T00:00:00Z,Gleneagle Arena (INEC),52.044466,-9.502486,Kerry
Michael Collins Band & Louise Morrissey Dance,2026-08-06T00:00:00Z,2026-08-27T00:00:00Z,Gleneagle Arena (INEC),52.044466,-9.502486,Kerry
Brendan Shine Dance,2026-08-04T00:00:00Z,2026-08-25T00:00:00Z,Gleneagle Arena (INEC),52.044466,-9.502486,Kerry
Derek Ryan Dance,2026-07-18T00:00:00Z,2026-07-18T00:00:00Z,Gleneagle Arena (INEC),52.044466,-9.502486,Kerry
Dreams of Freedom,2026-07-17T00:00:00Z,2026-07-17T00:00:00Z,Gleneagle Arena (INEC),52.044466,-9.502486,Kerry
Dublin City Ramblers,2026-07-11T00:00:00Z,2026-07-11T00:00:00Z,Gleneagle Arena (INEC),52.044466,-9.502486,Kerry
Garron Noone,2026-07-11T00:00:00Z,2026-07-11T00:00:00Z,Gleneagle Arena (INEC),52.044466,-9.502486,Kerry
Michael English Dance,2026-07-15T00:00:00Z,2026-07-15T00:00:00Z,Gleneagle Arena (INEC),52.044466,-9.502486,Kerry
David James Dance,2026-07-12T00:00:00Z,2026-07-12T00:00:00Z,Gleneagle Arena (INEC),52.044466,-9.502486,Kerry
Michael English Cabaret & Dancing,2026-07-31T00:00:00Z,2026-07-31T00:00:00Z,Gleneagle Arena (INEC),52.044466,-9.502486,Kerry
Effie Neill Dance,2026-08-03T00:00:00Z,2026-08-24T00:00:00Z,Gleneagle Arena (INEC),52.044466,-9.502486,Kerry
The Kilkennys,2026-07-19T00:00:00Z,2026-07-19T00:00:00Z,Gleneagle Arena (INEC),52.044466,-9.502486,Kerry
Mike Denver Dance,2026-07-22T00:00:00Z,2026-07-22T00:00:00Z,Gleneagle Arena (INEC),52.044466,-9.502486,Kerry
James,2026-07-24T00:00:00Z,2026-07-24T00:00:00Z,Gleneagle Arena (INEC),52.044466,-9.502486,Kerry
Remembering Joe - The Joe Dolan Show,2026-07-24T00:00:00Z,2026-07-24T00:00:00Z,Gleneagle Arena (INEC),52.044466,-9.502486,Kerry
Cash Returns,2026-07-25T00:00:00Z,2026-07-25T00:00:00Z,Gleneagle Arena (INEC),52.044466,-9.502486,Kerry
Declan Nerney Dance,2026-07-26T00:00:00Z,2026-07-26T00:00:00Z,Gleneagle Arena (INEC),52.044466,-9.502486,Kerry
TR Dallas Dance,2026-07-29T00:00:00Z,2026-07-29T00:00:00Z,Gleneagle Arena (INEC),52.044466,-9.502486,Kerry
